Litter,Tags,Location (Lat/Long),Country,Date
8363707,,38.3132088/-77.7735099,US,Sun Sep 27 2020
8363706,,38.3132088/-77.7735099,US,Sun Sep 27 2020
8363705,,38.3132506/-77.7731638,US,Sun Sep 27 2020
8363704,,38.3132571/-77.7733025,US,Sun Sep 27 2020
8363703,,38.3132044/-77.7735233,US,Sun Sep 27 2020
8363702,,38.313216/-77.7734471,US,Sun Sep 27 2020
8363701,,38.3132487/-77.7733552,US,Sun Sep 27 2020
8363700,,38.3132375/-77.7731762,US,Sun Sep 27 2020
8363699,,38.3132487/-77.7733552,US,Sun Sep 27 2020
8363698,,38.3132513/-77.7731993,US,Sun Sep 27 2020
8363697,,38.3132516/-77.7731432,US,Sun Sep 27 2020
8363696,,38.3133492/-77.7728218,US,Sun Sep 27 2020
8363695,,38.3133233/-77.7729771,US,Sun Sep 27 2020
8363694,,38.3132402/-77.7731029,US,Sun Sep 27 2020
8363693,,38.3132463/-77.7731786,US,Sun Sep 27 2020
8363692,,38.3132287/-77.7731233,US,Sun Sep 27 2020
8363691,,38.3132402/-77.7731029,US,Sun Sep 27 2020
8363690,,38.3133492/-77.7728218,US,Sun Sep 27 2020
8363689,,38.3132886/-77.7729511,US,Sun Sep 27 2020
8363688,,38.3133165/-77.7730385,US,Sun Sep 27 2020
8363687,,38.3132854/-77.773065,US,Sun Sep 27 2020
8363686,,38.3132727/-77.7730975,US,Sun Sep 27 2020
8363685,,38.3132569/-77.7730812,US,Sun Sep 27 2020
8363684,,38.3133314/-77.7729994,US,Sun Sep 27 2020
8363683,,38.3133318/-77.7728262,US,Sun Sep 27 2020
8363682,,38.3133299/-77.7730259,US,Sun Sep 27 2020
8363681,,38.3133957/-77.7725274,US,Sun Sep 27 2020
8363680,,38.3133178/-77.7726539,US,Sun Sep 27 2020
8363679,,38.3132963/-77.7727962,US,Sun Sep 27 2020
8363678,,38.3133663/-77.7725699,US,Sun Sep 27 2020
8363677,,38.3134096/-77.7724917,US,Sun Sep 27 2020
8363676,,38.3134232/-77.7724675,US,Sun Sep 27 2020
8363675,,38.3133001/-77.7726967,US,Sun Sep 27 2020
8363674,,38.3133047/-77.7727753,US,Sun Sep 27 2020
8363673,,38.3133771/-77.7725622,US,Sun Sep 27 2020
8363672,,38.3133065/-77.7727493,US,Sun Sep 27 2020
8363671,,38.3134082/-77.7724778,US,Sun Sep 27 2020
8363670,,38.3134041/-77.7724219,US,Sun Sep 27 2020
8363669,,38.3133948/-77.7725522,US,Sun Sep 27 2020
8363668,,38.3134096/-77.7724917,US,Sun Sep 27 2020
8363667,,38.3134186/-77.7724383,US,Sun Sep 27 2020
8363666,,40.7797803171359/-73.988104770029,US,Sun Sep 27 2020
8363665,,38.3135137/-77.7719964,US,Sun Sep 27 2020
8363664,,38.3135931/-77.7718318,US,Sun Sep 27 2020
8363663,,38.3135027/-77.7719899,US,Sun Sep 27 2020
8363662,,38.3135128/-77.7718755,US,Sun Sep 27 2020
8363661,,38.313498/-77.7719871,US,Sun Sep 27 2020
8363660,,38.3134283/-77.7723132,US,Sun Sep 27 2020
8363659,,38.31347/-77.7720545,US,Sun Sep 27 2020
8363658,,38.3135137/-77.7719964,US,Sun Sep 27 2020
8363657,,38.3135189/-77.7718192,US,Sun Sep 27 2020
8363656,,38.3135116/-77.7719032,US,Sun Sep 27 2020
8363655,,38.3135137/-77.7719964,US,Sun Sep 27 2020
8363654,,38.3135911/-77.7718429,US,Sun Sep 27 2020
8363653,,38.3134066/-77.7723978,US,Sun Sep 27 2020
8363652,,38.3135135/-77.7719503,US,Sun Sep 27 2020
8363651,,38.3135178/-77.7718582,US,Sun Sep 27 2020
8363649,,38.3135806/-77.7718419,US,Sun Sep 27 2020
8363648,,38.3135891/-77.7718325,US,Sun Sep 27 2020
8363647,,38.3135562/-77.771855,US,Sun Sep 27 2020
8363646,,38.3135714/-77.7718462,US,Sun Sep 27 2020
8363645,,38.3135891/-77.7718325,US,Sun Sep 27 2020
8363644,,38.3135936/-77.7718296,US,Sun Sep 27 2020
8363643,,38.3135936/-77.7718296,US,Sun Sep 27 2020
8363642,,38.3135562/-77.771855,US,Sun Sep 27 2020
8363641,,38.3135806/-77.7718419,US,Sun Sep 27 2020
8363640,,38.3135806/-77.7718419,US,Sun Sep 27 2020
8363639,,38.3135237/-77.7718609,US,Sun Sep 27 2020
8363638,,38.3135054/-77.7718422,US,Sun Sep 27 2020
8363637,,38.3135037/-77.7718279,US,Sun Sep 27 2020
8363636,,38.3135037/-77.7718279,US,Sun Sep 27 2020
8363635,,38.3135603/-77.7718498,US,Sun Sep 27 2020
8363634,,38.3136423/-77.7715378,US,Sun Sep 27 2020
8363633,,38.3136187/-77.7716675,US,Sun Sep 27 2020
8363632,,38.3136118/-77.7714943,US,Sun Sep 27 2020
8363631,,38.3135033/-77.7717958,US,Sun Sep 27 2020
8363630,,38.3136651/-77.7715484,US,Sun Sep 27 2020
8363629,,38.3135596/-77.7717504,US,Sun Sep 27 2020
8363628,,38.3136206/-77.7715627,US,Sun Sep 27 2020
8363627,,38.3136244/-77.7716339,US,Sun Sep 27 2020
8363626,,38.3136382/-77.7715355,US,Sun Sep 27 2020
8363625,,38.3136224/-77.7716574,US,Sun Sep 27 2020
8363624,,38.3136651/-77.7715484,US,Sun Sep 27 2020
8363623,,38.3136206/-77.7715627,US,Sun Sep 27 2020
8363622,,38.3136087/-77.7714376,US,Sun Sep 27 2020
8363621,,38.3136118/-77.7714943,US,Sun Sep 27 2020
8363620,,38.3136348/-77.7715275,US,Sun Sep 27 2020
8363619,,38.3136782/-77.7713843,US,Sun Sep 27 2020
8363618,,38.3137089/-77.7711871,US,Sun Sep 27 2020
8363617,,38.313627/-77.7714033,US,Sun Sep 27 2020
8363616,,38.3136803/-77.7713529,US,Sun Sep 27 2020
8363615,,38.3136931/-77.7713653,US,Sun Sep 27 2020
8363614,,38.3136803/-77.7713529,US,Sun Sep 27 2020
8363613,,38.3136878/-77.7713801,US,Sun Sep 27 2020
8363612,,38.3136782/-77.7713843,US,Sun Sep 27 2020
8363611,,38.313667/-77.7713701,US,Sun Sep 27 2020
8363610,,38.3136853/-77.7713141,US,Sun Sep 27 2020
8363609,,38.3136563/-77.7713709,US,Sun Sep 27 2020
8363608,,38.3136614/-77.7713733,US,Sun Sep 27 2020
8363607,,38.3136853/-77.7713346,US,Sun Sep 27 2020
8363606,,38.3136771/-77.7712725,US,Sun Sep 27 2020
8363605,,38.3136893/-77.7712833,US,Sun Sep 27 2020
8363604,,38.3137594/-77.7710338,US,Sun Sep 27 2020
8363603,,38.3138004/-77.7708806,US,Sun Sep 27 2020
8363602,,38.3138041/-77.7709086,US,Sun Sep 27 2020
8363601,,38.3138034/-77.7708828,US,Sun Sep 27 2020
8363600,,38.313811/-77.7709082,US,Sun Sep 27 2020
8363599,,38.3138097/-77.7709969,US,Sun Sep 27 2020
8363598,,38.3138004/-77.7708806,US,Sun Sep 27 2020
8363597,,38.31375/-77.7710531,US,Sun Sep 27 2020
8363596,,38.3138097/-77.7709969,US,Sun Sep 27 2020
8363595,,38.3138043/-77.7708593,US,Sun Sep 27 2020
8363594,,38.3138032/-77.7708953,US,Sun Sep 27 2020
8363593,,38.313806/-77.7710086,US,Sun Sep 27 2020
8363592,,38.3138028/-77.7708831,US,Sun Sep 27 2020
8363591,,38.3138151/-77.7708368,US,Sun Sep 27 2020
8363590,,38.3138041/-77.7708658,US,Sun Sep 27 2020
8363589,,38.3138238/-77.7707973,US,Sun Sep 27 2020
8363588,,38.3138106/-77.7707981,US,Sun Sep 27 2020
8363587,,38.3138179/-77.7708398,US,Sun Sep 27 2020
8363586,,38.3138689/-77.7706313,US,Sun Sep 27 2020
8363585,,38.3138089/-77.7708095,US,Sun Sep 27 2020
8363584,,38.3138219/-77.7707885,US,Sun Sep 27 2020
8363583,,38.3138299/-77.770781,US,Sun Sep 27 2020
8363582,,38.313844/-77.7707466,US,Sun Sep 27 2020
8363581,,38.3138665/-77.7706506,US,Sun Sep 27 2020
8363580,,38.3138335/-77.7707763,US,Sun Sep 27 2020
8363579,,38.3138179/-77.7708398,US,Sun Sep 27 2020
8363578,,38.3138486/-77.7707338,US,Sun Sep 27 2020
8363577,,38.3138335/-77.7707763,US,Sun Sep 27 2020
8363576,,38.3138486/-77.7707338,US,Sun Sep 27 2020
8363575,,38.3138162/-77.7707884,US,Sun Sep 27 2020
8363574,,38.3138745/-77.7705838,US,Sun Sep 27 2020
8363573,,38.3138851/-77.7705139,US,Sun Sep 27 2020
8363572,,38.3138546/-77.7706207,US,Sun Sep 27 2020
8363571,,38.313873/-77.7705468,US,Sun Sep 27 2020
8363570,,38.313894/-77.7704952,US,Sun Sep 27 2020
8363569,,38.313873/-77.7705468,US,Sun Sep 27 2020
8363568,,38.3139066/-77.7704611,US,Sun Sep 27 2020
8363567,,38.3138815/-77.7705571,US,Sun Sep 27 2020
8363566,,38.3139303/-77.7703472,US,Sun Sep 27 2020
8363565,,38.3139383/-77.7703895,US,Sun Sep 27 2020
8363564,,38.3138817/-77.7705233,US,Sun Sep 27 2020
8363563,,38.3138997/-77.7704784,US,Sun Sep 27 2020
8363562,,38.3138546/-77.7706207,US,Sun Sep 27 2020
8363561,,38.3139325/-77.7704233,US,Sun Sep 27 2020
8363560,,38.3138916/-77.770504,US,Sun Sep 27 2020
8363559,,38.313862/-77.7702829,US,Sun Sep 27 2020
8363558,,38.313947/-77.7700792,US,Sun Sep 27 2020
8363557,,38.3139132/-77.7703519,US,Sun Sep 27 2020
8363556,,38.3139452/-77.7701753,US,Sun Sep 27 2020
8363555,,38.313844/-77.7703719,US,Sun Sep 27 2020
8363554,,38.3138768/-77.7703588,US,Sun Sep 27 2020
8363553,,38.3138733/-77.7702999,US,Sun Sep 27 2020
8363552,,38.3138946/-77.7703465,US,Sun Sep 27 2020
8363551,,38.3139057/-77.7703458,US,Sun Sep 27 2020
8363550,,38.3138718/-77.770294,US,Sun Sep 27 2020
8363549,,38.3139797/-77.7700298,US,Sun Sep 27 2020
8363548,,38.3139385/-77.7701084,US,Sun Sep 27 2020
8363547,,38.3139529/-77.7701947,US,Sun Sep 27 2020
8363546,,38.3139071/-77.7702933,US,Sun Sep 27 2020
8363545,,38.3140061/-77.7699521,US,Sun Sep 27 2020
8363542,,38.3141032/-77.7698538,US,Sun Sep 27 2020
8363541,,38.3142221/-77.769779,US,Sun Sep 27 2020
8363540,,38.3140237/-77.7698977,US,Sun Sep 27 2020
8363539,,38.3142424/-77.7697686,US,Sun Sep 27 2020
8363538,,38.3140142/-77.7699468,US,Sun Sep 27 2020
8363537,,38.3141033/-77.7696146,US,Sun Sep 27 2020
8363536,,38.3142117/-77.7697818,US,Sun Sep 27 2020
8363535,,38.3142425/-77.7697654,US,Sun Sep 27 2020
8363534,,38.314076/-77.7697958,US,Sun Sep 27 2020
8363533,,38.3142327/-77.7697585,US,Sun Sep 27 2020
8363532,,38.314079/-77.7697309,US,Sun Sep 27 2020
8363531,,38.3141143/-77.7695526,US,Sun Sep 27 2020
8363530,,38.3140859/-77.7697146,US,Sun Sep 27 2020
8363529,,38.3140061/-77.7699521,US,Sun Sep 27 2020
8363528,,38.3142317/-77.7697759,US,Sun Sep 27 2020
8363527,,38.3141326/-77.7694377,US,Sun Sep 27 2020
8363526,,38.3141233/-77.769436,US,Sun Sep 27 2020
8363525,,38.3141347/-77.7695141,US,Sun Sep 27 2020
8363524,,38.3141347/-77.7695141,US,Sun Sep 27 2020
8363523,,38.3141678/-77.7689585,US,Sun Sep 27 2020
8363522,,38.3141159/-77.7694146,US,Sun Sep 27 2020
8363521,,38.314128/-77.7692901,US,Sun Sep 27 2020
8363520,,38.3141582/-77.7692442,US,Sun Sep 27 2020
8363519,,38.3141557/-77.7690114,US,Sun Sep 27 2020
8363518,,38.3141848/-77.769241,US,Sun Sep 27 2020
8363517,,38.3142092/-77.7690086,US,Sun Sep 27 2020
8363516,,38.3141897/-77.7689854,US,Sun Sep 27 2020
8363515,,38.314231/-77.7689999,US,Sun Sep 27 2020
8363514,,38.3142236/-77.7690183,US,Sun Sep 27 2020
8363513,,38.3142236/-77.7690183,US,Sun Sep 27 2020
8363512,,38.3142759/-77.7688681,US,Sun Sep 27 2020
8363511,,38.3142405/-77.7686857,US,Sun Sep 27 2020
8363510,,38.3142364/-77.7686816,US,Sun Sep 27 2020
8363509,,38.3142785/-77.768658,US,Sun Sep 27 2020
8363508,,38.3143184/-77.7687614,US,Sun Sep 27 2020
8363507,,38.3142702/-77.7688886,US,Sun Sep 27 2020
8363506,,38.3143184/-77.7687614,US,Sun Sep 27 2020
8363505,,38.3143197/-77.7686529,US,Sun Sep 27 2020
8363504,,38.3142415/-77.7688861,US,Sun Sep 27 2020
8363503,,38.3142938/-77.7687085,US,Sun Sep 27 2020
8363502,,38.3142681/-77.768651,US,Sun Sep 27 2020
8363501,,38.3142557/-77.7689022,US,Sun Sep 27 2020
8363500,,38.314273/-77.7689733,US,Sun Sep 27 2020
8363499,,38.3142783/-77.7688122,US,Sun Sep 27 2020
8363498,,38.3142452/-77.7686699,US,Sun Sep 27 2020
8363497,,38.3143264/-77.7685641,US,Sun Sep 27 2020
8363496,,38.3142939/-77.7685781,US,Sun Sep 27 2020
8363495,,38.3142648/-77.7683452,US,Sun Sep 27 2020
8363494,,38.3142613/-77.7685514,US,Sun Sep 27 2020
8363493,,38.3143345/-77.7685656,US,Sun Sep 27 2020
8363492,,38.3142792/-77.7683618,US,Sun Sep 27 2020
8363491,,38.3143427/-77.7685485,US,Sun Sep 27 2020
8363490,,38.3142939/-77.7685781,US,Sun Sep 27 2020
8363489,,38.3143247/-77.7685597,US,Sun Sep 27 2020
8363488,,38.3143453/-77.7683895,US,Sun Sep 27 2020
8363487,,38.3144248/-77.7681158,US,Sun Sep 27 2020
8363486,,38.3144261/-77.7681712,US,Sun Sep 27 2020
8363485,,38.3144217/-77.7682732,US,Sun Sep 27 2020
8363484,,38.3144242/-77.7681974,US,Sun Sep 27 2020
8363483,,38.3144053/-77.768273,US,Sun Sep 27 2020
8363481,,38.3144748/-77.7678535,US,Sun Sep 27 2020
8363480,,38.3144279/-77.7679866,US,Sun Sep 27 2020
8363479,,38.3144294/-77.7680928,US,Sun Sep 27 2020
8363478,,38.3144257/-77.7679699,US,Sun Sep 27 2020
8363477,,38.3144258/-77.7679871,US,Sun Sep 27 2020
8363476,,38.3144816/-77.7678714,US,Sun Sep 27 2020
8363475,,38.314422/-77.7679904,US,Sun Sep 27 2020
8363474,,38.3144569/-77.7679047,US,Sun Sep 27 2020
8363473,,38.3144816/-77.7678714,US,Sun Sep 27 2020
8363472,,38.3144381/-77.7679993,US,Sun Sep 27 2020
8363471,,38.3144198/-77.7679992,US,Sun Sep 27 2020
8363470,,38.3144204/-77.7679895,US,Sun Sep 27 2020
8363469,,38.3144638/-77.7678978,US,Sun Sep 27 2020
8363468,,38.3144386/-77.7679695,US,Sun Sep 27 2020
8363467,,38.3144549/-77.7679152,US,Sun Sep 27 2020
8363463,,30.0672745518666/-95.2599477489435,US,Sun Sep 27 2020
8363461,,38.3144997/-77.7678337,US,Sun Sep 27 2020
8363460,,38.3145513/-77.767731,US,Sun Sep 27 2020
8363459,,38.3146329/-77.7673223,US,Sun Sep 27 2020
8363458,,38.314638/-77.7673858,US,Sun Sep 27 2020
8363457,,38.3145574/-77.767488,US,Sun Sep 27 2020
8363456,,38.3146317/-77.767432,US,Sun Sep 27 2020
8363455,,38.3146294/-77.7673744,US,Sun Sep 27 2020
8363454,,38.3145574/-77.767488,US,Sun Sep 27 2020
8363453,,38.3145751/-77.7676483,US,Sun Sep 27 2020
8363452,,38.3145581/-77.7676087,US,Sun Sep 27 2020
8363451,,38.3146169/-77.7673944,US,Sun Sep 27 2020
8363450,,38.3146272/-77.7673397,US,Sun Sep 27 2020
8363449,,38.3146254/-77.7674319,US,Sun Sep 27 2020
8363446,,38.3146404/-77.7673866,US,Sun Sep 27 2020
8363444,,38.3146249/-77.7673472,US,Sun Sep 27 2020
8363441,,38.3146408/-77.767234,US,Sun Sep 27 2020
8363440,,38.3147013/-77.7670538,US,Sun Sep 27 2020
8363439,,38.3147071/-77.7670595,US,Sun Sep 27 2020
8363436,,38.3145926/-77.767286,US,Sun Sep 27 2020
8363435,,38.3146408/-77.767234,US,Sun Sep 27 2020
8363434,,38.3146967/-77.7672005,US,Sun Sep 27 2020
8363433,,38.3147039/-77.7670642,US,Sun Sep 27 2020
8363432,,38.3146021/-77.7672888,US,Sun Sep 27 2020
8363431,,38.3146526/-77.7672457,US,Sun Sep 27 2020
8363430,,38.3146904/-77.7671741,US,Sun Sep 27 2020
8363429,,38.3145864/-77.7672771,US,Sun Sep 27 2020
8363428,,38.3146931/-77.7671978,US,Sun Sep 27 2020
8363426,,38.3147032/-77.7670657,US,Sun Sep 27 2020
8363425,,38.3146313/-77.7673018,US,Sun Sep 27 2020
8363424,,38.3145888/-77.7672766,US,Sun Sep 27 2020
8363423,,30.067515950678/-95.2602142934643,US,Sun Sep 27 2020
8363422,,38.3147085/-77.76692,US,Sun Sep 27 2020
8363421,,38.3146851/-77.7670331,US,Sun Sep 27 2020
8363420,,38.3147573/-77.7667929,US,Sun Sep 27 2020
8363419,,38.3147032/-77.7670657,US,Sun Sep 27 2020
8363418,,38.314719/-77.7668868,US,Sun Sep 27 2020
8363417,,38.3147073/-77.7668973,US,Sun Sep 27 2020
8363416,,38.3147423/-77.7668263,US,Sun Sep 27 2020
8363415,,38.3146924/-77.7669736,US,Sun Sep 27 2020
8363414,,38.3146945/-77.7670025,US,Sun Sep 27 2020
8363413,,38.3146924/-77.7669736,US,Sun Sep 27 2020
8363412,,38.3147353/-77.7668447,US,Sun Sep 27 2020
8363411,,38.3147423/-77.7668263,US,Sun Sep 27 2020
8363410,,38.3147029/-77.7669454,US,Sun Sep 27 2020
8363409,,38.3146769/-77.7670638,US,Sun Sep 27 2020
8363408,,38.3146732/-77.7670485,US,Sun Sep 27 2020
8363407,,38.3148892/-77.7667912,US,Sun Sep 27 2020
8363405,,38.3148718/-77.7667991,US,Sun Sep 27 2020
8363403,,38.3148892/-77.7667912,US,Sun Sep 27 2020
8363402,,38.3149107/-77.7667581,US,Sun Sep 27 2020
8363401,,38.3149117/-77.7667851,US,Sun Sep 27 2020
8363400,,38.3149043/-77.7667896,US,Sun Sep 27 2020
8363398,,38.3149131/-77.7669323,US,Sun Sep 27 2020
8363397,,38.3148774/-77.7667685,US,Sun Sep 27 2020
8363396,,38.3148268/-77.7667205,US,Sun Sep 27 2020
8363395,,38.3148791/-77.7667735,US,Sun Sep 27 2020
8363393,,38.3149197/-77.7670207,US,Sun Sep 27 2020
8363392,,38.3149032/-77.7670079,US,Sun Sep 27 2020
8363391,,38.314923/-77.7669588,US,Sun Sep 27 2020
8363390,,38.3149326/-77.7670326,US,Sun Sep 27 2020
8363389,,38.3148791/-77.7667735,US,Sun Sep 27 2020
8363382,,38.3148267/-77.7673139,US,Sun Sep 27 2020
8363381,,38.3148021/-77.7671038,US,Sun Sep 27 2020
8363380,,38.3148225/-77.7674097,US,Sun Sep 27 2020
8363377,,38.3147882/-77.76724,US,Sun Sep 27 2020
8363376,,38.3147726/-77.7671463,US,Sun Sep 27 2020
8363375,,38.3148715/-77.767084,US,Sun Sep 27 2020
8363374,,38.3147909/-77.7675493,US,Sun Sep 27 2020
8363373,,38.314845/-77.7672318,US,Sun Sep 27 2020
8363372,,38.3148938/-77.7670088,US,Sun Sep 27 2020
8363371,,38.3148702/-77.767059,US,Sun Sep 27 2020
8363370,,38.3149032/-77.7670079,US,Sun Sep 27 2020
8363369,,38.3148131/-77.7672484,US,Sun Sep 27 2020
8363368,,38.3148381/-77.7673288,US,Sun Sep 27 2020
8363367,,38.314826/-77.7672552,US,Sun Sep 27 2020
8363366,,38.3147782/-77.7677046,US,Sun Sep 27 2020
8363364,,38.3147527/-77.7678007,US,Sun Sep 27 2020
8363363,,38.3147374/-77.7677846,US,Sun Sep 27 2020
8363362,,38.3146/-77.7680296,US,Sun Sep 27 2020
8363361,,38.3146331/-77.768021,US,Sun Sep 27 2020
8363360,,38.3147212/-77.767793,US,Sun Sep 27 2020
8363359,,38.3147136/-77.7677919,US,Sun Sep 27 2020
8363358,,38.3146343/-77.7680287,US,Sun Sep 27 2020
8363357,,38.3147212/-77.767793,US,Sun Sep 27 2020
8363356,,38.3146121/-77.7680526,US,Sun Sep 27 2020
8363355,,38.3146071/-77.7680248,US,Sun Sep 27 2020
8363353,,38.3146086/-77.7680534,US,Sun Sep 27 2020
8363350,,38.3145912/-77.768069,US,Sun Sep 27 2020
8363349,,38.3146262/-77.7680497,US,Sun Sep 27 2020
8363348,,38.3145912/-77.768069,US,Sun Sep 27 2020
8363347,,38.3145912/-77.768069,US,Sun Sep 27 2020
8363342,,38.3145922/-77.7682071,US,Sun Sep 27 2020
8363341,,38.3145255/-77.7684086,US,Sun Sep 27 2020
8363340,,38.3144813/-77.7685831,US,Sun Sep 27 2020
8363339,,38.3145779/-77.7682636,US,Sun Sep 27 2020
8363338,,38.3145122/-77.7685652,US,Sun Sep 27 2020
8363337,,38.3145796/-77.7682876,US,Sun Sep 27 2020
8363336,,38.3145847/-77.7682406,US,Sun Sep 27 2020
8363335,,38.3144641/-77.7685868,US,Sun Sep 27 2020
8363334,,38.3145456/-77.76836,US,Sun Sep 27 2020
8363333,,38.3145978/-77.7681902,US,Sun Sep 27 2020
8363332,,38.3145/-77.7685809,US,Sun Sep 27 2020
8363330,,38.3145255/-77.7684086,US,Sun Sep 27 2020
8363329,,38.3145891/-77.7681878,US,Sun Sep 27 2020
8363328,,38.3144953/-77.7685789,US,Sun Sep 27 2020
8363326,,38.3145611/-77.7683321,US,Sun Sep 27 2020
8363319,,38.3142823/-77.7693393,US,Sun Sep 27 2020
8363318,,38.314343/-77.7691239,US,Sun Sep 27 2020
8363317,,38.314394/-77.7690603,US,Sun Sep 27 2020
8363316,,38.3143069/-77.7692056,US,Sun Sep 27 2020
8363315,,38.314405/-77.7690402,US,Sun Sep 27 2020
8363314,,38.3142715/-77.7694788,US,Sun Sep 27 2020
8363313,,38.3144034/-77.7688777,US,Sun Sep 27 2020
8363312,,38.3143686/-77.7690756,US,Sun Sep 27 2020
8363311,,38.314405/-77.7690402,US,Sun Sep 27 2020
8363310,,38.3142787/-77.7694297,US,Sun Sep 27 2020
8363309,,38.314407/-77.769058,US,Sun Sep 27 2020
8363308,,38.3141308/-77.7701684,US,Sun Sep 27 2020
8363307,,38.3142694/-77.7695016,US,Sun Sep 27 2020
8363305,,38.3142053/-77.7699841,US,Sun Sep 27 2020
8363304,,38.3143467/-77.7691007,US,Sun Sep 27 2020
8363300,,38.3137562/-77.7717963,US,Sun Sep 27 2020
8363299,,38.3137315/-77.7718223,US,Sun Sep 27 2020
8363298,,38.3139751/-77.7708216,US,Sun Sep 27 2020
8363297,,38.3139327/-77.7708736,US,Sun Sep 27 2020
8363296,,38.3138656/-77.7709976,US,Sun Sep 27 2020
8363295,,38.3138571/-77.771133,US,Sun Sep 27 2020
8363294,,38.3137315/-77.7718223,US,Sun Sep 27 2020
8363293,,38.313664/-77.7719809,US,Sun Sep 27 2020
8363292,,38.314005/-77.7706094,US,Sun Sep 27 2020
8363291,,38.3140456/-77.770627,US,Sun Sep 27 2020
8363290,,38.3137612/-77.7717915,US,Sun Sep 27 2020
8363289,,38.3140593/-77.7704291,US,Sun Sep 27 2020
8363288,,38.3139117/-77.7709968,US,Sun Sep 27 2020
8363287,,38.3136345/-77.7720679,US,Sun Sep 27 2020
8363286,,38.3136871/-77.7719043,US,Sun Sep 27 2020
8363285,,38.3136235/-77.7721812,US,Sun Sep 27 2020
8363284,,38.3136161/-77.7722572,US,Sun Sep 27 2020
8363283,,38.31359/-77.7724023,US,Sun Sep 27 2020
8363282,,38.3136235/-77.7721812,US,Sun Sep 27 2020
8363281,,38.3135872/-77.7724711,US,Sun Sep 27 2020
8363280,,38.3135259/-77.7727142,US,Sun Sep 27 2020
8363279,,38.3136054/-77.7723248,US,Sun Sep 27 2020
8363278,,38.3135264/-77.7726214,US,Sun Sep 27 2020
8363277,,38.313562/-77.7725034,US,Sun Sep 27 2020
8363276,,38.3134763/-77.7729942,US,Sun Sep 27 2020
8363274,,38.3134422/-77.7730977,US,Sun Sep 27 2020
8363273,,38.3136004/-77.7723707,US,Sun Sep 27 2020
8363272,,38.3134998/-77.772835,US,Sun Sep 27 2020
8363271,,38.3134984/-77.7729171,US,Sun Sep 27 2020
8363268,,38.3134883/-77.7728329,US,Sun Sep 27 2020
8363263,,38.3132883/-77.7735856,US,Sun Sep 27 2020
8363262,,38.3134/-77.7732122,US,Sun Sep 27 2020
8363261,,38.3131947/-77.7740523,US,Sun Sep 27 2020
8363260,,38.3132892/-77.773553,US,Sun Sep 27 2020
8363259,,38.3132408/-77.7737533,US,Sun Sep 27 2020
8363258,,38.3132281/-77.7737837,US,Sun Sep 27 2020
8363257,,38.3132708/-77.7737293,US,Sun Sep 27 2020
8363256,,38.3134248/-77.7731408,US,Sun Sep 27 2020
8363255,,38.3133264/-77.7733908,US,Sun Sep 27 2020
8363254,,38.3131133/-77.7742724,US,Sun Sep 27 2020
8363253,,38.3131239/-77.7742682,US,Sun Sep 27 2020
8363252,,38.3133101/-77.7735085,US,Sun Sep 27 2020
8363251,,38.31322/-77.7739081,US,Sun Sep 27 2020
8363249,,38.3130921/-77.7743019,US,Sun Sep 27 2020
8363248,,38.3131452/-77.7742069,US,Sun Sep 27 2020
8363245,,38.3130839/-77.7745887,US,Sun Sep 27 2020
8363244,,38.3130075/-77.77475,US,Sun Sep 27 2020
8363243,,38.3130682/-77.7743481,US,Sun Sep 27 2020
8363242,,38.3130064/-77.7747247,US,Sun Sep 27 2020
8363241,,38.313008/-77.7747351,US,Sun Sep 27 2020
8363240,,38.3130335/-77.7745676,US,Sun Sep 27 2020
8363239,,38.3130543/-77.774582,US,Sun Sep 27 2020
8363238,,38.3130779/-77.7745302,US,Sun Sep 27 2020
8363237,,38.3130529/-77.774578,US,Sun Sep 27 2020
8363236,,38.313008/-77.7747351,US,Sun Sep 27 2020
8363235,,38.3130563/-77.7745918,US,Sun Sep 27 2020
8363234,,38.3129909/-77.7747444,US,Sun Sep 27 2020
8363233,,38.3130039/-77.7747291,US,Sun Sep 27 2020
8363232,,38.3130416/-77.7746818,US,Sun Sep 27 2020
8363231,,38.3130167/-77.7745079,US,Sun Sep 27 2020
8363229,,38.3129656/-77.7747834,US,Sun Sep 27 2020
8363227,,38.3129601/-77.7747891,US,Sun Sep 27 2020
8363226,,38.3129862/-77.7747626,US,Sun Sep 27 2020
8363225,,38.3129744/-77.7747976,US,Sun Sep 27 2020
8363223,,38.3129526/-77.7748214,US,Sun Sep 27 2020
8363222,,38.3129512/-77.7748214,US,Sun Sep 27 2020
8363221,,38.3129408/-77.7748242,US,Sun Sep 27 2020
8363220,,38.3129508/-77.7747883,US,Sun Sep 27 2020
8363219,,38.3129769/-77.7747773,US,Sun Sep 27 2020
8363218,,38.3130343/-77.7747235,US,Sun Sep 27 2020
8363217,,38.312943/-77.7747967,US,Sun Sep 27 2020
8363215,,38.3130072/-77.774739,US,Sun Sep 27 2020
8363214,,38.3131165/-77.7747386,US,Sun Sep 27 2020
8363213,,38.3129508/-77.7747883,US,Sun Sep 27 2020
8363212,,38.3131096/-77.7747026,US,Sun Sep 27 2020
8363208,,38.3130161/-77.7749253,US,Sun Sep 27 2020
8363207,,38.3130232/-77.7748989,US,Sun Sep 27 2020
8363206,,38.3130733/-77.7747519,US,Sun Sep 27 2020
8363204,,38.3129319/-77.7752525,US,Sun Sep 27 2020
